!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
JOSCELINE	ˈdʒɑːsɪˌlaɪn
JOSCELYN	ˈdʒɑːsɪlɪn
JOSCELYNE	ˈdʒɑːsɪˌlaɪn
JOSE	ˌhoʊˈzeɪ
JOSE'S	ˌhoʊˈzeɪz
JOSEF	ˈdʒoʊsəf
JOSEFINA	joʊsɪˈfiːnə, dʒoʊzəˈfiːnə
JOSEPH	ˈdʒoʊsəf, ˈdʒoʊzəf
JOSEPH'S	ˈdʒoʊzəfs
JOSEPHA	dʒoʊˈsɛfə
JOSEPHINA	dʒɑːsɪˈfaɪnə, dʒoʊzəˈfiːnə
JOSEPHINE	ˈdʒoʊsəˌfiːn
JOSEPHINE'S	ˈdʒoʊsəˌfiːnz
JOSEPHS	ˈdʒoʊsɪfs, ˈdʒoʊzɪfs
JOSEPHSON	ˈdʒoʊsəfsən
JOSEPHTHAL	ˈdʒoʊsəfˌθɔl
JOSEPHUS	dʒoʊˈsiːfəs
JOSER	ˈdʒoʊzɝ
JOSER'S	ˈdʒoʊzɝz
JOSETTE	ʒəˈsɛt
JOSEY	ˈdʒoʊzi
JOSH	ˈdʒɑːʃ
JOSHI	ˈdʒoʊʃi
JOSHUA	ˈdʒɑːˌʃuːə
JOSHUA'S	ˈdʒɔˌʃuːəz
JOSIAH	dʒoʊˈsaɪə
JOSIE	ˈdʒoʊzi
JOSKE'S	ˈdʒɔskiːz
JOSLEYN	ˈdʒɑːˌslɪn
JOSLIN	ˈdʒɑːslɪn
JOSLYN	ˈdʒɔslɪn
JOSPIN	ˈdʒɑːspɪn
JOSS	ˈdʒɔs
JOSSELYN	ˈdʒɑːsɪlɪn
JOST	ˈdʒɑːst
JOSTEN	ˈdʒɑːsən
JOSTENS	ˈdʒɔstənz
JOSTES	ˈdʒoʊsts
JOSTLE	ˈdʒɑːsəl
JOSTLED	ˈdʒɑːsəld
JOSTLING	ˈdʒɑːsəlɪŋ, ˈdʒɑːslɪŋ
JOSWICK	ˈdʒɑːswɪk
JOT	ˈdʒɑːt
JOTTED	ˈdʒɑːtɪd
JOUBERT	ˈjaʊbɝt
JOUETT	ˈdʒɑːuːt
JOULE	ˈdʒuːl
JOULES	ˈdʒuːlz
JOULWAN	ˈdʒuːlwɑːn, ˈdʒuːlhwɑːn
JOUR	ˈdʒuːr
JOURDAN	ʒʊrˈdæn
JOURET	ʒwɑːˈreɪ, dʒɝˈɛt
JOURET'S	ʒwɑːˈreɪz, dʒɝˈɛts
JOURNAL	ˈdʒɝːnəl
JOURNAL'S	ˈdʒɝːnəlz
JOURNALESE	ˌdʒɝːnəˈliːz
JOURNALISM	ˈdʒɝːnəˌlɪzəm
JOURNALISM'S	ˈdʒɝːnəˌlɪzəmz
JOURNALIST	ˈdʒɝːnələst, ˈdʒɝːnəlɪst
JOURNALIST'S	ˈdʒɝːnəlɪsts
JOURNALISTIC	ˌdʒɝːnəˈlɪstɪk
JOURNALISTICALLY	ˌdʒɝːnəˈlɪstɪkəli, ˌdʒɝːnəˈlɪstɪkli
JOURNALISTS	ˈdʒɝːnələsts, ˈdʒɝːnəlɪsts
JOURNALISTS'	ˈdʒɝːnəlɪsts
JOURNALS	ˈdʒɝːnəlz
JOURNEY	ˈdʒɝːni
JOURNEYED	ˈdʒɝːniːd
JOURNEYING	ˈdʒɝːniːɪŋ
JOURNEYMAN	ˈdʒɝːniːˌmæn
JOURNEYMAN'S	ˈdʒɝːniːmənz
JOURNEYS	ˈdʒɝːniːz
JOUST	ˈdʒaʊst
JOUSTING	ˈdʒaʊstɪŋ
JOVAN	ˈdʒoʊvən
JOVANOVIC	jəvəˈnɑːvɪk
JOVANOVICH	dʒoʊˈvænəvɪtʃ
JOVI	ˈdʒoʊvi
JOVIAL	ˈdʒoʊviːəl
JOVIAN	ˈdʒoʊviːən
JOVITA	jəˈvaɪtə
JOVITO	dʒoʊˈviːtoʊ
JOWERS	ˈdʒaʊɝz
JOWETT	ˈdʒaʊɪt
JOWL	ˈdʒaʊl
JOWLEY	ˈdʒoʊli
JOWLS	ˈdʒaʊlz
JOWLY	ˈdʒaʊli
JOY	ˈdʒɔɪ
JOY'S	ˈdʒɔɪz
JOY-THRILL	ˈdʒɔɪˌθrɪl
JOYAL	ˈdʒɔɪəl
JOYCE	ˈdʒɔɪs
JOYCE'S	ˈdʒɔɪsɪz
JOYCELYN	ˈdʒɔɪˌslɪn
JOYCELYN'S	ˈdʒɔɪˌslɪnz
JOYE	ˈdʒɔɪ
JOYFUL	ˈdʒɔɪfəl
JOYFULLY	ˈdʒɔɪfəli
JOYING	ˈdʒɔɪɪŋ
JOYNER	ˈdʒɔɪnɝ
JOYNES	ˈdʒɔɪnz
JOYNT	ˈdʒɔɪnt
JOYONI	dʒɔɪˈoʊni
JOYOUS	ˈdʒɔɪəs
JOYRIDE	ˈdʒɔɪˌraɪd
JOYRIDING	ˈdʒɔɪˌraɪdɪŋ
JOYS	ˈdʒɔɪz
JOYSTICK	ˈdʒɔɪˌstɪk
JOZEF	ˈdʒoʊzəf
JOZWIAK	ˈjɑːzviːæk
JU	ˈdʒuː
JUA	ˈdʒuːə
JUAN	ˈwɑːn, ˈhwɑːn
JUANA	ˈwɑːnə, ˈhwɑːnə
JUANG	dʒˈwɑːŋ
JUANITA	wɑːˈniːtə, ˌdʒuːəˈniːtə
JUAREZ	ˈwɑːˌrɛz, ˈhwɑːˌrɛz
JUAREZ-ESPIN	ˌwɑːˈrɛˈzɛspɪn, ˌhwɑːˈrɛˈzɛspɪn
JUBA	ˈdʒuːbə
JUBB	ˈdʒʌb
JUBILANT	ˈdʒuːbələnt
JUBILATION	ˌdʒuːbəˈleɪʃən
JUBILEE	ˈdʒuːbəˌliː, ˌdʒuːbəˈliː
JUCKETT	ˈdʒʌkɪt
JUDAH	ˈdʒuːdə
JUDAISM	ˈdʒuːdeɪˌɪzəm, ˈdʒuːdiːˌɪzəm
JUDAISM'S	ˈdʒuːdeɪˌɪzəmz, ˈdʒuːdiːˌɪzəmz
JUDAS	ˈdʒuːdəs
JUDAY	ˈdʒuːˌdeɪ
JUDD	ˈdʒʌd
JUDDS	ˈdʒʌdz
JUDE	ˈdʒuːd
JUDE'S	ˈdʒuːdz
JUDEA	dʒuːˈdiːə
JUDEO	dʒuːˈdeɪoʊ
JUDGE	ˈdʒʌdʒ
JUDGE'S	ˈdʒʌdʒɪz
JUDGED	ˈdʒʌdʒd
JUDGEMENT	ˈdʒʌdʒmənt
JUDGEMENTAL	dʒədʒˈmɛntəl
JUDGEMENTS	ˈdʒʌdʒmənts
JUDGES	ˈdʒʌdʒɪz
JUDGES'	ˈdʒʌdʒɪz
JUDGESHIP	ˈdʒʌdʒˌʃɪp
JUDGESHIPS	ˈdʒʌdʒˌʃɪps
JUDGING	ˈdʒʌdʒɪŋ
JUDGMENT	ˈdʒʌdʒmənt
JUDGMENTAL	dʒədʒˈmɛntəl, dʒədʒˈmɛnəl
JUDGMENTS	ˈdʒʌdʒmənts
JUDI	ˈdʒuːdi
JUDICATE	ˈdʒuːdɪˌkeɪt
JUDICE	ˈdʒuːdɪs
JUDICIAL	dʒuːˈdɪʃəl
JUDICIALLY	dʒuːˈdɪʃəli
JUDICIARY	dʒuːˈdɪʃiːˌɛri
JUDICIOUS	dʒuːˈdɪʃəs
JUDICIOUSLY	dʒuːˈdɪʃɪsli
JUDIE	ˈdʒʌdi
JUDISHE	ˌdʒuːˈdiːʃ
JUDITH	ˈdʒuːdɪθ
JUDITHA	dʒuːˈdɪθə
JUDKINS	ˈdʒʌdkɪnz
JUDO	ˈdʒuːˌdoʊ
JUDSEN	ˈdʒʌdsən
JUDSON	ˈdʒʌdsən
JUDY	ˈdʒuːdi
JUDY'S	ˈdʒuːdiːz
JUE	ˈdʒuː
JUEDES	dʒˈwɛdɛs, juːˈɛdɛs
JUEL	ˈdʒuːl
JUENEMANN	ˈjuːnmən
JUENGER	ˈjuːŋgɝ
JUERGEN	ˈjɝːgən, ˈdʒɝːgən
JUERGENS	ˈjɝːgənz, ˈdʒɝːgənz
JUETENG	ˈdʒuːˌtɛŋ
JUETT	ˈdʒuːt
JUG	ˈdʒʌg
JUGE	ˈdʒuːdʒ
JUGGERNAUT	ˈdʒʌgɝˌnɔt
JUGGLE	ˈdʒʌgəl
JUGGLED	ˈdʒʌgəld
JUGGLER	ˈdʒʌgəlɝ, ˈdʒʌglɝ
JUGGLERS	ˈdʒʌgəlɝz, ˈdʒʌglɝz
JUGGLES	ˈdʒʌgəlz
JUGGLING	ˈdʒʌgəlɪŋ, ˈdʒʌglɪŋ
JUGS	ˈdʒʌgz
JUGULAR	ˈdʒuːgjəlɝ
JUHAS	ˈdʒuːəz
JUHASZ	ˈjʌhəʃ
JUHL	ˈdʒʌl
JUHLIN	ˈdʒuːlɪn
JUHNKE	ˈdʒʌŋk
JUICE	ˈdʒuːs
JUICES	ˈdʒuːsəz, ˈdʒuːsɪz
JUICIER	dʒuːˈɪsjɝ
JUICIEST	ˈdʒuːsiːəst
JUICY	ˈdʒuːsi
JUILLIARD	ˈdʒuːliːɑːrd
JUJITSU	dʒuːˈdʒɪtˌsuː
JUJO	ˈdʒuːdʒoʊ
JUJU	ˈdʒuːdʒuː
JUJUBE	ˈdʒuːˌdʒuːb
JUKE	ˈdʒuːk
JUKEBOX	ˈdʒuːkˌbɑːks
JUKEBOXES	ˈdʒuːkˌbɑːksɪz
JUKES	ˈdʒuːks
JUKI	ˈdʒuːki
JULE	ˈdʒuːl
JULEP	ˈdʒuːləp
JULEPS	ˈdʒuːləps
JULES	ˈdʒuːlz
JULI	ˈdʒuːli
JULIA	ˈdʒuːljə
JULIA'S	ˈdʒuːljəz
JULIAN	ˈdʒuːliːən, ˈdʒuːljən
JULIANA	ˌdʒuːliːˈænə
JULIANN	ˈdʒuːliːæn, ˈdʒuːljən
JULIANNE	ˈdʒuːliːˌɛn
JULIANO	ˌdʒuːliːˈɑːnoʊ
JULIE	ˈdʒuːli
JULIE'S	ˈdʒuːliːz
JULIEN	ˈdʒuːliːən
JULIET	ˈdʒuːliːˌɛt
JULIETA	juːˈliːtə
JULIETTA	dʒuːliːˈɛtə
JULIETTE	dʒuːliːˈɛt
JULIN	ˈdʒuːlɪn
JULINA	juːˈliːnə
JULINE	ˈdʒuːlaɪn
JULIO	ˈdʒuːliːoʊ, ˈhuːliːoʊ
JULIUS	ˈdʒuːljəs
JULIUSZ	ˈdʒuːliːuːs
JULLIARD	ˈdʒuːliːˌɑːrd
JULSON	ˈdʒʌlsən
JULY	ˌdʒuːˈlaɪ, dʒəˈlaɪ
JULY'S	ˌdʒuːˈlaɪz, dʒəˈlaɪz
JUMANJI	dʒuːˈmɑːndʒi
JUMBLE	ˈdʒʌmbəl
JUMBLED	ˈdʒʌmbəld
JUMBO	ˈdʒʌmboʊ
JUMBOS	ˈdʒʌmˌboʊz
JUMBOTRON	ˈdʒʌmboʊtrɔn
JUMBOTRONS	ˈdʒʌmboʊtrɔnz
JUMONVILLE	ˈʒʌmənvɪl, ˈdʒuːmənvɪl
JUMP	ˈdʒʌmp
JUMPED	ˈdʒʌmpt
JUMPER	ˈdʒʌmpɝ
JUMPERS	ˈdʒʌmpɝz
JUMPING	ˈdʒʌmpɪŋ
JUMPS	ˈdʒʌmps
JUMPSTART	ˈdʒʌmpˌstɑːrt
JUMPSTARTS	ˈdʒʌmpˌstɑːrts
JUMPSUIT	ˈdʒʌmpˌsuːt
JUMPSUITS	ˈdʒʌmpˌsuːts
JUMPY	ˈdʒʌmpi
JUN	ˈdʒʌn
JUNCO	ˈdʒʌŋkoʊ
JUNCTION	ˈdʒʌŋkʃən
JUNCTURE	ˈdʒʌŋktʃɝ
JUNCTURES	ˈdʒʌŋktʃɝz
JUNDA	ˈdʒʌndə
JUNDT	ˈdʒʌnt
JUNE	ˈdʒuːn
JUNE'S	ˈdʒuːnz
JUNEAU	ˈdʒuːnoʊ
JUNEJO	dʒuːˈneɪhoʊ
JUNEK	ˈdʒuːnɪk
JUNELLA	ˌdʒuːˈnɛlə
JUNES	ˈdʒuːnz
JUNETTE	ˌdʒuːˈnɛt
JUNG	ˈjʊŋ
JUNG'S	ˈjʊŋz
JUNGBLUTH	ˈdʒʌŋbluːθ
JUNGE	ˈdʒʌŋ
JUNGELS	ˈdʒʌŋgəlz
JUNGER	ˈdʒʌŋɝ
JUNGERS	ˈdʒʌŋɝz
JUNGHANS	ˈdʒʌŋgənz
JUNGIN	ˈdʒʌngɪn
JUNGLE	ˈdʒʌŋgəl
JUNGLES	ˈdʒʌŋgəlz
JUNGMAN	ˈdʒʌŋmən
JUNGWIRTH	ˈdʒʌŋgwɝθ
JUNIA	ˈjuːniːə
JUNIATA	juːniːˈɑːtə
JUNINE	ˈdʒʌnɪn
JUNIOR	ˈdʒuːnjɝ
JUNIOR'S	ˈdʒuːnjɝz
JUNIORS	ˈdʒuːnjɝz
JUNIPER	ˈdʒuːnəpɝ
JUNIPERS	ˈdʒuːnɪpɝz
JUNIUS	ˈdʒuːniːɪs
JUNJI	ˈdʒʌndʒi
JUNK	ˈdʒʌŋk
JUNKBOND	ˈdʒʌŋkˌbɑːnd
JUNKED	ˈdʒʌŋkt
JUNKER	ˈdʒʌŋkɝ
JUNKET	ˈdʒʌŋkɪt
JUNKETS	ˈdʒʌŋkɪts
JUNKHOLDER	ˈdʒʌŋkˌhoʊldɝ
JUNKHOLDERS	ˈdʒʌŋkˌhoʊldɝz
JUNKIE	ˈdʒʌŋki
JUNKIER	ˈdʒʌŋkiːɝ
JUNKIES	ˈdʒʌŋkiːz
JUNKIEST	ˈdʒʌŋkiːəst
JUNKIN	ˈdʒʌŋkɪn
JUNKING	ˈdʒʌŋkɪŋ
JUNKINS	ˈdʒʌŋˌkɪnz
JUNKY	ˈdʒʌŋki
JUNKYARD	ˈdʒʌŋˌkjɑːrd
JUNKYARDS	ˈdʒʌŋˌkjɑːrdz
JUNO	ˈdʒuːnoʊ
JUNO'S	ˈdʒuːnoʊz
JUNOD	ˈdʒuːnəd
JUNOT	ˈdʒuːnət
JUNTA	ˈhʊntə
JUNTUNEN	ˈdʒʌntənən
JUNWUXIYAN	dʒənˈwuːksiːən
JUPIN	ˈdʒuːpɪn
JUPITER	ˈdʒuːpətɝ, ˈdʒuːpɪtɝ
JUPITER'S	ˈdʒuːpətɝz, ˈdʒuːpɪtɝz
JUPPE	ˈdʒuːpi
JURA	ˈdʒʊrə
JURA'S	ˈdʒʊrəz
JURADO	jʊˈrɑːdoʊ
JURAN	jʊˈrɑːn
JURANEK	ˈdʒʊrənɪk
JURAS	ˈdʒʊrəz
JURASSIC	dʒʊˈræsɪk
JURCZAK	ˈjɝːtʃæk
JURCZYK	ˈjɝːtʃɪk
JURE	ˈdʒʊr
JUREK	ˈdʒʊrɛk, ˈjʊrɛk
JUREWICZ	ˈdʒʊrəvɪtʃ, ˈjʊrəvɪtʃ
JURGEN	ˈdʒɝːgən
JURGENS	ˈdʒɝːgənz
JURGENSEN	ˈdʒɝːgɪnsən
JURGENSMEYER	ˈdʒɝːgənzˌmaɪr
JURGENSON	ˈdʒɝːgɪnsən
JURICA	ˈdʒʊrɪkə
JURICH	ˈdʒʊrɪk
JURIES	ˈdʒʊriːz
JURIES'	ˈdʒʊriːz
JURIS	ˈdʒʊrɪs, ˈjʊrɪs
JURISDICTION	ˌdʒʊrəsˈdɪkʃən, ˌdʒʊrɪsˈdɪkʃən
JURISDICTIONAL	ˌdʒʊrəsˈdɪkʃənəl
JURISDICTIONS	ˌdʒʊrɪsˈdɪkʃənz
JURISPRUDENCE	ˌdʒʊrəˈspruːdəns
JURISPRUDENTIAL	ˌdʒʊrəˌspruːˈdɛnʃəl
JURIST	ˈdʒʊrəst, ˈdʒʊrɪst
JURISTS	ˈdʒʊrɪsts
JURKIEWICZ	ˈjɝːkəvɪtʃ
JURKOVICH	ˈjɝːkəvɪtʃ
JURKOWSKI	jɝˈkɔfski
JURNEY	ˈdʒɝːni
JUROR	ˈdʒʊrɝ
JUROR'S	ˈdʒʊrɝz
JURORS	ˈdʒʊrɝz
JURORS'	ˈdʒʊrɝz
JURS	ˈdʒɝːz
JURY	ˈdʒʊri
JURY'S	ˈdʒʊriːz
JUS	ˈdʒuː, ˈdʒʌs
JUSCO	ˈdʒʌskoʊ
JUSINO	juːˈsiːnoʊ
JUST	ˈdʒʌst, dʒɪst
JUSTA	ˈdʒʌstə, dʒɪstə
JUSTEN	ˈdʒʌstən
JUSTER	ˈdʒʌstɝ
JUSTESEN	ˈdʒʌstiːzən
JUSTICE	ˈdʒʌstəs, ˈdʒʌstɪs
JUSTICE'S	ˈdʒʌstɪsɪz
JUSTICES	ˈdʒʌstəsəz, ˈdʒʌstɪsɪz
JUSTICES'	ˈdʒʌstɪsɪz
JUSTIFIABLE	ˈdʒʌstəˌfaɪəbəl
JUSTIFIABLY	ˈdʒʌstəˌfaɪəbli
JUSTIFICATION	ˌdʒəstəfəˈkeɪʃən
JUSTIFICATIONS	ˌdʒəstɪfɪˈkeɪʃənz
JUSTIFIED	ˈdʒʌstəˌfaɪd
JUSTIFIES	ˈdʒʌstəˌfaɪz
JUSTIFY	ˈdʒʌstəˌfaɪ
JUSTIFYING	ˈdʒʌstəˌfaɪɪŋ
JUSTIN	ˈdʒʌstən, ˈdʒʌstɪn
JUSTIN'S	ˈdʒʌstənz, ˈdʒʌstɪnz
JUSTINA	juːˈstiːnə
JUSTINE	dʒəˈstiːn
JUSTINIANO	dʒuːstiːniːˈɑːnoʊ
JUSTINO	dʒəˈstiːnoʊ
JUSTIS	ˈjuːstɪs
JUSTISS	ˈjuːstiːs
JUSTLY	ˈdʒʌstli
JUSTMAN	ˈdʒʌstmən
JUSTO	ˈdʒʌstoʊ
JUSTUS	ˈdʒʌstəs
JUSTY	ˈdʒʌsti
JUT	ˈdʒʌt
JUTE	ˈdʒuːt
JUTLAND	ˈdʒʌtlənd
JUTRAS	ˈjuːtrɑːz
JUTS	ˈdʒʌts
JUTTING	ˈdʒʌtɪŋ
JUUL	ˈdʒuːəl
JUVE	ˈdʒuːv
JUVENILE	ˈdʒuːvənəl, ˈdʒuːvəˌnaɪl
JUVENILE'S	ˈdʒuːvənəlz, ˈdʒuːvəˌnaɪlz
JUVENILES	ˈdʒuːvənəlz, ˈdʒuːvəˌnaɪlz
JUWAN	ˈdʒuːɑːn
JUXTAPOSE	ˌdʒəkstəˈpoʊz
JUXTAPOSED	ˌdʒəkstəˈpoʊzd
JUXTAPOSES	ˌdʒəkstəˈpoʊzɪz
JUXTAPOSING	ˌdʒəkstəˈpoʊzɪŋ
JUXTAPOSITION	ˌdʒəkstəpəˈzɪʃən
JUXTAPOSITIONS	ˌdʒəkstəpəˈzɪʃənz
JWAN	dʒˈwɑːn
JYISHANE	ˈdʒiːˈʃeɪn
JYNX	ˈdʒɪŋks
K	ˈkeɪ
K'S	ˈkeɪz
K-MART	ˈkeɪˈmɑːrt
K-MART'S	ˈkeɪˈmɑːrts
K.	ˈkeɪ
K.'S	ˈkeɪz
KA	ˈkɑː
KAAS	ˈkɑːs
KAATZ	ˈkɑːts
KABART	kəˈbɑːrt
KABAT	ˈkæbət
KABBAH	kəˈbʌ
KABBALAH	kəˈbɑːlə
KABBANI	kəˈbɑːni
KABEL	ˈkæbəl
KABI	ˈkæbi, ˈkɑːbi
KABILA	kəˈbɪlə
KABILA'S	kəˈbɪləz
KABIVITRUM	kəˈbɪvɪtrəm
KABLE	ˈkeɪbəl
KABLER	ˈkeɪbəlɝ, ˈkeɪblɝ
KABOOM	kəˈbuːm
KABRAL	kəˈbrɑːl
KABUKI	kəˈbuːˌkiː
KABUL	ˈkɑːbʊl
KACER	ˈkeɪsɝ
KACH	ˈkætʃ
KACHEL	ˈkækəl
KACHIGIAN	kəˈʃiːˌgiːən
KACHMAR	ˈkækmɝ
KACHUCK	kəˈtʃʌk
KACHUR	ˈkætʃɝ
KACKLEY	ˈkækli
KACZMARCZYK	ˈkɑːtʃmɝtʃɪk
KACZMAREK	kətʃˈmɑːrɛk
KACZMARSKI	kətʃˈmɑːrski
KACZOR	ˈkɑːtʃɝ
KACZOROWSKI	kətʃɝˈɔfski
KACZYNSKI	kəˈtʃɪnski, kəˈzɪnski
KACZYNSKI'S	kəˈtʃɪnskiːz, kəˈzɪnskiːz
KADAR	ˈkædɝ, kəˈdɑːr
KADE	ˈkeɪd
KADEL	ˈkædəl
KADEN	ˈkeɪdən
KADER	ˈkeɪdɝ
KADING	ˈkeɪdɪŋ
KADISH	ˈkeɪdɪʃ
KADLEC	ˈkɑːdlɪk
KADOW	ˈkɑːdoʊ
KADRESCU	kəˈdrɛskjuː
KADRMAS	ˈkædɝˌmɑːz
KADUMI	kəˈduːmi
KADY	ˈkeɪdi
KAEDING	ˈkɛdɪŋ
KAEHLER	ˈkɛlɝ
KAEL	ˈkeɪl
KAELIN	ˈkɛlɪn
KAELIN'S	ˈkɛlɪnz
KAERCHER	ˈkɛrkɝ
KAESER	ˈkeɪzɝ
KAESTNER	ˈkɛstnɝ
KAETZEL	ˈkɛtzəl
KAFELNIKOV	kəˈfɛlnɪˌkɔf, kəˈfɛlnɪˌkɔv
KAFER	ˈkeɪfɝ
KAFFENBERGER	ˈkæfənbɝgɝ
KAFKA	ˈkɑːfkə
KAFKA'S	ˈkɑːfkəz
KAFKAESQUE	ˈkɑːfkəˈɛsk
KAGAMI	ˈkægəmi
KAGAN	ˈkeɪgən
KAGARLITSKY	ˌkægɝˈlɪtˈskiː
KAGAWA	kəˈgɑːwə
KAGE	ˈkeɪdʒ
KAGEL	ˈkeɪgəl
KAGEY	ˈkeɪdʒi
KAGEYAMA	ˌkɑːgiːˈɑːmə
KAGIN	ˈkeɪgɪn
KAGINS	ˈkeɪgɪnz
KAGLER	ˈkæglɝ
KAGY	ˈkeɪgi
KAH	ˈkɑː
KAHALANI	ˌkɑːhəˈlɑːni
KAHAN	kəˈhɑːn
KAHAN'S	kəˈhɑːnz
KAHANE	kəˈhɑːˌneɪ, kəˈheɪn
KAHL	ˈkɑːl
KAHLE	ˈkɑːl
KAHLER	ˈkɑːlɝ
KAHLEY	ˈkɑːli
KAHN	ˈkɑːn
KAHN'S	ˈkɑːnz
KAHNG	ˈkɑːŋ
KAHR	ˈkɑːr
KAHR'S	ˈkɑːrz
KAHRE	ˈkɛr, ˈkɑːr
KAHRS	ˈkɑːrz
KAHULUI	kəˈhuːlwi
KAHUNA	kəˈhuːnə
KAI	ˈkaɪ
KAIFU	ˈkaɪˌfuː
KAIGLER	ˈkeɪglɝ
KAIL	ˈkeɪl
KAILASH	ˈkeɪləʃ
KAILUA	kaɪˈluːə
KAIM	ˈkeɪm
KAIN	ˈkeɪn
KAINE	ˈkeɪn
KAINER	ˈkeɪnɝ
KAINZ	ˈkeɪnz
KAIRAMO	ˌkɛˈrɑːmoʊ
KAIREY	ˈkɛri
KAISER	ˈkaɪzɝ
KAISER'S	ˈkaɪzɝz
KAISERAUGST	ˈkaɪzɝɔgst
KAISERTECH	ˈkaɪzɝˌtɛk
KAISERTECH'S	ˈkaɪzɝˌtɛks
KAISHA	ˈkeɪʃə
KAJI	ˈkɑːdʒi
KAJIMA	ˌkɑːˈdʒiːmə
KAJUAHAR	kəˈdʒuːəhɑːr
KAKADU	ˌkɑːˈkɑːduː
KAKIMOTO	ˌkɑːkɪˈmoʊtoʊ
KAKOS	ˈkeɪkoʊz
KAKTOVIK	ˌkækˈtoʊvɪk
KAKUEI	ˈkækjuːi
KAKUMARU	ˌkɑːkuːˈmɑːruː
KAL	ˈkæl, ˈkeɪˈeɪˈɛl
KALAFUT	ˈkæləfət
KALAL	ˈkeɪləl
KALAMAZOO	ˌkæləməˈzuː
KALAN	ˈkeɪlən
KALAS	ˈkɑːləz
KALASHNIKOV	kəˈlæʃnɪˌkɑːv
KALATA	kəˈlɑːtə
KALB	ˈkælb
KALBACH	ˈkælˌbɑːk
KALBERER	ˈkælbɝɝ
KALBFLEISCH	ˈkælbˌflaɪʃ
KALE	ˈkeɪl
KALEEL	ˈkæliːl
KALEIDA	kəˈlaɪdə
KALEIDOSCOPE	kəˈlaɪdəˌskoʊp
KALEN	ˈkeɪlən
KALER	ˈkeɪlɝ
KALETA	ˈkælɪtə
KALEY	ˈkeɪli
KALGOORLIE	ˌkælˈguːrli
KALIKOW	ˈkælɪkoʊ
KALIL	ˈkæləl
KALIN	ˈkælɪn
KALINA	kəˈlaɪnə
KALININGRAD	kəˈlɪnɪŋˌgræd
KALINOSKI	kəlɪˈnaʊski
KALINOWSKI	kəlɪˈnɔfski
KALINSKE	kəˈlɪnski
KALINSKI	kəˈlɪnski
KALIS	ˈkælɪs
KALISH	ˈkælɪʃ
KALISPELL	ˈkælɪˌspɛl
KALISZ	ˈkɑːlɪʃ
KALISZEWSKI	kəlɪˈʃɛfski
KALIVODA	kəlɪˈvoʊdə
KALK	ˈkɔk
KALKA	ˈkælkə
KALKASKA	kælˈkɑːskə
KALKBRENNER	ˈkælkbrɪnɝ
KALL	ˈkɔl
KALLA	ˈkælə
KALLAL	ˈkæləl
KALLAM	ˈkæləm
KALLAS	ˈkæləz
KALLAY	ˈkæleɪ
KALLEN	ˈkɔlən
KALLENBACH	ˈkælɪnbɑːk
KALLENBERGER	ˈkɔlənbɝgɝ
KALLHOFF	ˈkælhɔf
KALLIEL	ˈkæliːəl
KALLINS	ˈkælɪnz
KALLIO	ˈkæliːoʊ
KALLIS	ˈkælɪs
KALLMAN	ˈkɔlmən
KALLMEYER	ˈkælmaɪɝ
KALLSTROM	ˈkælstrəm
KALLUS	ˈkæləs
KALMAN	ˈkælmən
KALMANOVITZ	ˌkælˈmænəvɪts
KALMAR	ˈkælmɝ
KALMBACH	ˈkælmbɑːk
KALMUS	ˈkælmɪs
KALNINS	ˈkælnɪnz
KALO	ˈkeɪloʊ
KALOK	ˈkæˌlɑːk
KALOUS	ˈkæləs
KALP	ˈkælp
KALT	ˈkɔlt
KALTENBACH	ˈkæltɪnbɑːk
KALTENBACHER	ˈkɑːltənˌbɑːkɝ
KALTER	ˈkɔltɝ
KALTHOFF	ˈkælθ
KALUGIN	kəˈluːgən
KALUZA	kəˈluːzə
KALUZNY	kəˈlʌzni
KALVAR	ˈkælvɑːr
KAM	ˈkæm
KAMA	ˈkɑːmə
KAMAKAU	ˌkɑːməˈkɑːuː
KAMAKAU'S	ˌkɑːməˈkɑːuːz
KAMAL	ˈkeɪməl
KAMALI	kəˈmɑːli
KAMAN	ˈkeɪmən
KAMBER	ˈkæmbɝ
KAMCHATKA	ˌkæmˈtʃætkə, ˌkɑːmˈtʃɑːtkə
KAMEHAMEHA	kəˈmeɪəˈmeɪə
KAMEHAMEHA'S	kəˈmeɪəˈmeɪəz
KAMEI	ˈkæmi, ˌkɑːˈmeɪ
KAMEL	ˈkɑːməl
KAMEN	ˈkɑːmɛn, ˈkeɪmɛn
KAMENAR	ˈkæmənɝ
KAMENS	ˈkɑːmɛnz, ˈkeɪmɛnz
KAMENSKY	kəˈmɛnski
KAMENTSEV	kəˈmɛntˌsɑːv
KAMER	ˈkeɪmɝ
KAMERER	ˈkæmɝɝ
KAMIKAZE	ˌkɑːməˈkɑːzi
KAMIN	ˈkɑːmiːn, ˈkeɪˌmɪn, ˈkæˌmɪn
KAMINER	ˈkæmɪnɝ
KAMINS	ˈkæmɪnz, ˈkeɪˌmɪnz
KAMINSKI	kəˈmɪnski
KAMINSKY	kəˈmɪnski
KAMIR	kəˈmɪr
KAMKE	ˈkæmki
KAMLER	ˈkæməlɝ, ˈkæmlɝ
